2025-12-24 22:34:01,493 - BinaryFileReader - INFO - Starting to read binary file: \data\customers.binary
2025-12-24 22:34:01,493 - BinaryFileReader - INFO - Record format: <i50s50s100s20s50s3s10s11s
2025-12-24 22:34:01,494 - BinaryFileReader - INFO - Record size: 298 bytes
2025-12-24 22:34:01,495 - BinaryFileReader - INFO - Error handling mode: skip
2025-12-24 22:34:01,495 - BinaryFileReader - ERROR - File integrity check failed: File does not exist: \data\customers.binary
2025-12-24 22:34:33,211 - BinaryFileReader - INFO - Starting to read binary file: \data\customers.binary
2025-12-24 22:34:33,212 - BinaryFileReader - INFO - Record format: <i50s50s100s20s50s3s10s11s
2025-12-24 22:34:33,212 - BinaryFileReader - INFO - Record size: 298 bytes
2025-12-24 22:34:33,216 - BinaryFileReader - INFO - Error handling mode: skip
2025-12-24 22:34:33,217 - BinaryFileReader - ERROR - File integrity check failed: File does not exist: \data\customers.binary
2025-12-24 22:37:27,194 - BinaryFileReader - INFO - Starting to read binary file: data\customers.binary
2025-12-24 22:37:27,195 - BinaryFileReader - INFO - Record format: <i50s50s100s20s50s3s10s11s
2025-12-24 22:37:27,195 - BinaryFileReader - INFO - Record size: 298 bytes
2025-12-24 22:37:27,196 - BinaryFileReader - INFO - Error handling mode: skip
2025-12-24 22:37:27,196 - BinaryFileReader - WARNING - File size (600000 bytes) is not a multiple of record size (298 bytes). 126 trailing bytes detected. Expected size: 599874 bytes. File may be truncated or corrupted.
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 488, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 489, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 490, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 491, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 492, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 493, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 494, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 495, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 496, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 497, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 498, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 499, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 500, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 501, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 502, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 503, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 504, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 505, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 506, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 507, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 508, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 509, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 510, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 511, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 512, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 513, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 514, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 644, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 645, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 646, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 647, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 648, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 649, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 650, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 651, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 652, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 653, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 654, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 655, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 656, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 657, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 658, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 659, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 660, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 661, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 662, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 663, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 664, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 665, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 666, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 667, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 668, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 669, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 670, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 671, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 672, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 673, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 674, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 675, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 676, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 677, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 678, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 679, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 680, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 681, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 682, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 683, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 684, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 685, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 686, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 687, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 688, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 689, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 690, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 691, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 692, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 693, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 694, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 695, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 696, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 697, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 698, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 699, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 700, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 701, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 702, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 703, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 704, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 705, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 706, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 707, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 708, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 709, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 710, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 711, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 712, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 713, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 714, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 715, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 716, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 717, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 718, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 719, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 720, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 721, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 722, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 723, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 724, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 725, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 726, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 727, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 728, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 729, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 730, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 731, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 732, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 733, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 734, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 735, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 736, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 737, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 738, field 'state': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 739, field 'state': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 740, field 'zip_code': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 741, field 'zip_code': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 742, field 'zip_code': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 743, field 'zip_code': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 744, field 'zip_code': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 745, field 'registration_date': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 746, field 'registration_date': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 747, field 'registration_date': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 748, field 'registration_date': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 749, field 'registration_date': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 753, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 754, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 755, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 756, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 757, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 758, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 759, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 760, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 761, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 762, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 763, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 764, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 765, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 766, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 767, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 768, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 769, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 770, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 771, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 772, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 903, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 904, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 905, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 906, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 907, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 908, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 909, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 910, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 911, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 912, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 913, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 914, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 915, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 916, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 917, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 918, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 919, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 920, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 921, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 922, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 923, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 924, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 925, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 926, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 927, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 928, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 929, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 930, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 931, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 932, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 933, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 934, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 935, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 936, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 937, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 938, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 939, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 940, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 941, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 942, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 943, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 944, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 945, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 946, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 947, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 948, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 949, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 950, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 951, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 952, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 953, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 954, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 955, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 956, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 957, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 958, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 959, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 960, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 961, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 962, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 963, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 964, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 965, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 966, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 967, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 968, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 969, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 970, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 971, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 972, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 973, field 'email': Failed to decode with ascii, using fallback latin-1
